Thrust,time
287.6100371613598,0.0
287.51410370966556,0.06535386021327028
488.3304044071174,0.13070772042654055
685.9054544115661,0.19606158063981083
876.1869096249933,0.2614154408530811
1059.7242749853729,0.3267693010663514
1237.4901825198779,0.39212316127962166
1254.9134544334702,0.45747702149289193
1252.020013753636,0.5228308817061622
1249.1752453754618,0.5881847419194325
1246.3997434941045,0.6535386021327028
1243.5856075919198,0.718892462345973
1240.723218149088,0.7842463225592433
1237.9462767487362,0.8496001827725136
1235.131152075367,0.9149540429857839
1232.3381546759579,0.9803079031990541
1229.4896767295581,1.0456617634123244
1226.6806305705338,1.1110156236255948
1223.8794124620717,1.176369483838865
1221.0369637997048,1.2417233440521351
1218.1871253420738,1.3070772042654055
1215.4245104018078,1.372431064478676
1212.5739712376517,1.437784924691946
1209.7920229326357,1.5031387849052162
1206.9335999597217,1.5684926451184866
1204.121686098505,1.633846505331757
1201.317439462188,1.6992003655450272
1198.4720673454005,1.7645542257582973
1195.626330294867,1.8299080859715677
1192.7666965738965,1.8952619461848381
1190.014074327391,1.9606158063981083
1187.1470077345823,2.0259696666113785
1184.2998902405639,2.091323526824649
1181.4998896923205,2.1566773870379192
1178.6519989381306,2.2220312472511896
1175.8037352646988,2.2873851074644596
1172.9422906693205,2.35273896767773
1170.186229868686,2.4180928278910003
1167.324213374744,2.4834466881042703
1164.4745227359113,2.5488005483175407
1161.6188088490765,2.614154408530811
1158.8279900000734,2.6795082687440814
1155.9649274777928,2.744862128957352
1153.1137730824141,2.8102159891706218
1150.2502559927946,2.875569849383892
1147.4051128925246,2.9409237095971625
1144.5999940212787,3.0062775698104325
1141.7473563842161,3.071631430023703
1138.8893973420375,3.1369852902369733
1136.024608616435,3.2023391504502436
1133.170994869843,3.267693010663514
1130.370527873607,3.333046870876784
1127.516082950394,3.3984007310900544
1124.656755548905,3.4637545913033247
1121.7906641244872,3.5291084515165947
1118.941756029464,3.594462311729865
1116.081683042383,3.6598161719431355
1113.225518891271,3.725170032156406
1110.364912602789,3.7905238923696762
1107.5040823093893,3.855877752582946
1104.703884498539,3.9212316127962166
1101.8423771443765,3.986585473009487
1098.9477465278442,4.051939333222757
1096.089373180441,4.117293193436027
1093.2270828856053,4.182647053649298
1090.3645605488662,4.248000913862568
1087.511506451865,4.3133547740758384
1084.6484119909283,4.378708634289109
1081.7521588770373,4.444062494502379
1078.888584941741,4.509416354715649
1076.0340596400813,4.574770214928919
1073.1699023160545,4.6401240751421895
1070.2725625978178,4.70547793535546
1067.4079144188295,4.77083179556873
1064.551894839781,4.836185655782001
1061.686651725753,4.901539515995271
1058.7882021305306,4.9668933762085405
1055.9224564948483,5.032247236421811
1053.0626592471588,5.097601096635081
1050.11735680892,5.162954956848352
1047.2508658835152,5.228308817061622
1044.384119899679,5.2936626772748925
1041.4902721874723,5.359016537488163
1038.6229910241443,5.424370397701433
1035.7224557712275,5.489724257914704
1032.8607444602328,5.555078118127973
1029.9596557210514,5.6204319783412435
1027.05156385738,5.685785838554514
1024.1499491390043,5.751139698767784
1021.2871085945924,5.816493558981055
1018.3849275408052,5.881847419194325
1015.5214974019444,5.9472012794075955
1012.5660990365227,6.012555139620865
1009.7022075642885,6.077908999834135
1006.8049750103625,6.143262860047406
1003.9345160480262,6.208616720260676
1000.9845733019912,6.2739705804739465
998.0865418754848,6.339324440687217
995.2153347153409,6.404678300900487
992.310393457315,6.470032161113758
